order_id,order_date,order_month,order_total,is_discounted,category,customer_id,acquisition_channel,country,signup_date,cohort_month,months_since_signup,is_first_order
1771,2024-06-06,2024-06,233.95,0,Outdoor,979,Paid Search,US,2024-06-06,2024-06,0,1
1772,2024-06-09,2024-06,113.93,0,Outdoor,979,Paid Search,US,2024-06-06,2024-06,0,0
1773,2024-07-20,2024-07,116.29,0,Outdoor,979,Paid Search,US,2024-06-06,2024-06,1,0
1774,2024-09-11,2024-09,83.28,0,Home,980,Paid Social,US,2024-09-11,2024-09,0,1
1775,2024-09-14,2024-09,209.23,1,Outdoor,980,Paid Social,US,2024-09-11,2024-09,0,0
1776,2024-09-22,2024-09,434.38,0,Electronics,981,Organic,UK,2024-09-22,2024-09,0,1
1777,2024-11-17,2024-11,93.89,0,Apparel,981,Organic,UK,2024-09-22,2024-09,2,0
1778,2024-11-29,2024-11,237.2,0,Outdoor,981,Organic,UK,2024-09-22,2024-09,2,0
1779,2024-11-11,2024-11,118.47,0,Outdoor,982,Paid Search,US,2024-11-11,2024-11,0,1
1780,2024-11-14,2024-11,413.59,0,Apparel,982,Paid Search,US,2024-11-11,2024-11,0,0
1781,2024-09-03,2024-09,27.56,0,Outdoor,983,Paid Social,US,2024-09-03,2024-09,0,1
1782,2024-11-01,2024-11,93.41,0,Apparel,983,Paid Social,US,2024-09-03,2024-09,2,0
1783,2025-01-31,2025-01,149.69,0,Apparel,983,Paid Social,US,2024-09-03,2024-09,4,0
1784,2024-10-18,2024-10,81.62,0,Outdoor,984,Organic,US,2024-10-18,2024-10,0,1
1785,2024-09-21,2024-09,229.93,0,Beauty,985,Paid Search,US,2024-09-21,2024-09,0,1
1786,2024-10-26,2024-10,169.82,0,Beauty,985,Paid Search,US,2024-09-21,2024-09,1,0
1787,2025-02-22,2025-02,805.32,0,Beauty,985,Paid Search,US,2024-09-21,2024-09,5,0
1788,2024-10-20,2024-10,98.6,0,Electronics,986,Organic,US,2024-10-20,2024-10,0,1
1789,2025-01-07,2025-01,206.03,0,Beauty,986,Organic,US,2024-10-20,2024-10,3,0
1790,2024-10-04,2024-10,29.39,1,Beauty,987,Organic,CA,2024-10-04,2024-10,0,1
1791,2024-10-11,2024-10,216.52,1,Outdoor,987,Organic,CA,2024-10-04,2024-10,0,0
1792,2024-05-22,2024-05,202.43,0,Apparel,988,Paid Search,US,2024-05-22,2024-05,0,1
1793,2024-04-20,2024-04,48.12,1,Outdoor,989,Discount,CA,2024-04-20,2024-04,0,1
1794,2024-12-20,2024-12,113.65,1,Beauty,990,Discount,UK,2024-12-20,2024-12,0,1
1795,2024-06-03,2024-06,155.08,1,Beauty,991,Discount,UK,2024-06-03,2024-06,0,1
1796,2024-07-20,2024-07,41.56,0,Apparel,991,Discount,UK,2024-06-03,2024-06,1,0
1797,2024-09-04,2024-09,107.1,0,Beauty,992,Paid Search,US,2024-09-04,2024-09,0,1
1798,2024-10-25,2024-10,177.01,1,Beauty,992,Paid Search,US,2024-09-04,2024-09,1,0
1799,2025-01-27,2025-01,242.12,0,Home,992,Paid Search,US,2024-09-04,2024-09,4,0
1800,2025-03-02,2025-03,249.09,0,Outdoor,992,Paid Search,US,2024-09-04,2024-09,6,0
1801,2025-05-03,2025-05,53.73,0,Apparel,992,Paid Search,US,2024-09-04,2024-09,8,0
1802,2024-03-29,2024-03,114.82,0,Apparel,993,Organic,US,2024-03-29,2024-03,0,1
1803,2024-07-13,2024-07,79.54,0,Home,994,Paid Search,US,2024-07-13,2024-07,0,1
1804,2024-07-16,2024-07,95.28,0,Beauty,994,Paid Search,US,2024-07-13,2024-07,0,0
1805,2024-08-26,2024-08,226.19,0,Home,995,Organic,US,2024-08-26,2024-08,0,1
1806,2024-09-11,2024-09,204.43,0,Beauty,995,Organic,US,2024-08-26,2024-08,1,0
1807,2024-10-08,2024-10,363.92,0,Beauty,996,Organic,UK,2024-10-08,2024-10,0,1
1808,2024-10-11,2024-10,38.9,1,Outdoor,996,Organic,UK,2024-10-08,2024-10,0,0
1809,2025-02-22,2025-02,105.22,0,Apparel,996,Organic,UK,2024-10-08,2024-10,4,0
1810,2025-05-31,2025-05,134.34,0,Apparel,996,Organic,UK,2024-10-08,2024-10,7,0
1811,2024-08-24,2024-08,90.32,0,Outdoor,997,Organic,AU,2024-08-24,2024-08,0,1
1812,2024-06-11,2024-06,208.14,0,Electronics,998,Paid Search,US,2024-06-11,2024-06,0,1
1813,2025-03-08,2025-03,216.39,0,Apparel,999,Paid Search,AU,2025-03-08,2025-03,0,1
1814,2024-08-18,2024-08,45.41,0,Home,1000,Organic,UK,2024-08-18,2024-08,0,1
1815,2024-10-02,2024-10,111.9,0,Beauty,1000,Organic,UK,2024-08-18,2024-08,2,0
1816,2024-12-29,2024-12,387.56,0,Home,1001,Paid Social,CA,2024-12-29,2024-12,0,1
1817,2024-11-27,2024-11,204.03,0,Electronics,1002,Paid Search,US,2024-11-27,2024-11,0,1
1818,2024-09-08,2024-09,49.96,1,Beauty,1003,Discount,CA,2024-09-08,2024-09,0,1
1819,2025-02-02,2025-02,207.67,0,Electronics,1004,Organic,US,2025-02-02,2025-02,0,1
1820,2024-02-27,2024-02,154.99,0,Outdoor,1005,Paid Social,UK,2024-02-27,2024-02,0,1
1821,2024-03-15,2024-03,72.41,0,Outdoor,1005,Paid Social,UK,2024-02-27,2024-02,1,0
1822,2025-02-18,2025-02,40.56,0,Apparel,1006,Organic,US,2025-02-18,2025-02,0,1
1823,2025-03-29,2025-03,46.36,0,Electronics,1006,Organic,US,2025-02-18,2025-02,1,0
1824,2025-01-17,2025-01,63.38,1,Electronics,1007,Paid Search,US,2025-01-17,2025-01,0,1
1825,2024-08-14,2024-08,200.78,0,Apparel,1008,Organic,CA,2024-08-14,2024-08,0,1
1826,2025-07-10,2025-07,54.71,0,Outdoor,1008,Organic,CA,2024-08-14,2024-08,11,0
1827,2024-11-26,2024-11,292.48,0,Apparel,1009,Organic,US,2024-11-26,2024-11,0,1
1828,2024-12-29,2024-12,225.61,0,Home,1009,Organic,US,2024-11-26,2024-11,1,0
1829,2024-08-22,2024-08,77.67,1,Apparel,1010,Paid Social,CA,2024-08-22,2024-08,0,1
1830,2024-09-18,2024-09,24.92,0,Beauty,1010,Paid Social,CA,2024-08-22,2024-08,1,0
1831,2024-04-30,2024-04,58.76,0,Electronics,1011,Organic,CA,2024-04-30,2024-04,0,1
1832,2024-06-17,2024-06,201.34,0,Apparel,1011,Organic,CA,2024-04-30,2024-04,2,0
1833,2024-12-25,2024-12,78.12,0,Electronics,1012,Organic,US,2024-12-25,2024-12,0,1
1834,2024-04-20,2024-04,26.3,1,Outdoor,1013,Discount,UK,2024-04-20,2024-04,0,1
1835,2024-04-23,2024-04,108.07,0,Outdoor,1013,Discount,UK,2024-04-20,2024-04,0,0
1836,2024-05-21,2024-05,73.2,0,Outdoor,1014,Organic,US,2024-05-21,2024-05,0,1
1837,2024-08-03,2024-08,62.26,0,Apparel,1014,Organic,US,2024-05-21,2024-05,3,0
1838,2024-08-21,2024-08,207.37,1,Outdoor,1015,Paid Social,US,2024-08-21,2024-08,0,1
1839,2024-11-18,2024-11,38.22,0,Home,1015,Paid Social,US,2024-08-21,2024-08,3,0
1840,2025-01-31,2025-01,82.84,0,Beauty,1015,Paid Social,US,2024-08-21,2024-08,5,0
1841,2025-01-11,2025-01,231.77,0,Beauty,1016,Paid Social,AU,2025-01-11,2025-01,0,1
1842,2024-06-21,2024-06,108.58,0,Outdoor,1017,Organic,US,2024-06-21,2024-06,0,1
1843,2024-10-08,2024-10,118.67,0,Outdoor,1017,Organic,US,2024-06-21,2024-06,4,0
1844,2024-08-10,2024-08,96.43,0,Outdoor,1018,Paid Search,US,2024-08-10,2024-08,0,1
1845,2024-01-19,2024-01,117.38,0,Electronics,1019,Organic,AU,2024-01-19,2024-01,0,1
1846,2024-02-22,2024-02,49.44,0,Apparel,1020,Referral,US,2024-02-22,2024-02,0,1
1847,2024-02-25,2024-02,354.02,0,Apparel,1020,Referral,US,2024-02-22,2024-02,0,0
1848,2024-04-02,2024-04,69.51,0,Outdoor,1020,Referral,US,2024-02-22,2024-02,2,0
1849,2024-01-26,2024-01,58.69,0,Apparel,1021,Organic,AU,2024-01-26,2024-01,0,1
1850,2024-10-29,2024-10,67.56,0,Apparel,1021,Organic,AU,2024-01-26,2024-01,9,0
1851,2024-02-02,2024-02,296.22,1,Home,1022,Organic,US,2024-02-02,2024-02,0,1
1852,2024-06-11,2024-06,46.88,0,Beauty,1022,Organic,US,2024-02-02,2024-02,4,0
1853,2025-01-25,2025-01,82.93,0,Beauty,1023,Paid Search,UK,2025-01-25,2025-01,0,1
1854,2025-01-13,2025-01,72.35,1,Outdoor,1024,Discount,CA,2025-01-13,2025-01,0,1
1855,2025-01-04,2025-01,191.23,1,Outdoor,1025,Referral,US,2025-01-04,2025-01,0,1
1856,2025-06-13,2025-06,232.24,0,Apparel,1025,Referral,US,2025-01-04,2025-01,5,0
1857,2025-06-30,2025-06,86.33,0,Beauty,1025,Referral,US,2025-01-04,2025-01,5,0
1858,2024-01-26,2024-01,109.18,1,Electronics,1026,Discount,CA,2024-01-26,2024-01,0,1
1859,2024-02-04,2024-02,147.3,0,Home,1027,Paid Social,CA,2024-02-04,2024-02,0,1
1860,2024-05-06,2024-05,64.85,0,Home,1028,Paid Social,UK,2024-05-06,2024-05,0,1
1861,2024-05-09,2024-05,137.97,0,Beauty,1028,Paid Social,UK,2024-05-06,2024-05,0,0
1862,2024-09-11,2024-09,41.58,0,Beauty,1029,Paid Search,UK,2024-09-11,2024-09,0,1
1863,2024-10-17,2024-10,183.54,0,Apparel,1029,Paid Search,UK,2024-09-11,2024-09,1,0
1864,2024-11-17,2024-11,209.97,1,Outdoor,1029,Paid Search,UK,2024-09-11,2024-09,2,0
1865,2024-05-30,2024-05,27.95,1,Beauty,1030,Discount,AU,2024-05-30,2024-05,0,1
1866,2024-08-05,2024-08,24.16,0,Home,1030,Discount,AU,2024-05-30,2024-05,3,0
1867,2024-08-07,2024-08,68.49,0,Beauty,1031,Paid Search,AU,2024-08-07,2024-08,0,1
1868,2024-09-28,2024-09,81.96,0,Apparel,1031,Paid Search,AU,2024-08-07,2024-08,1,0
1869,2024-03-18,2024-03,237.21,0,Apparel,1032,Paid Search,UK,2024-03-18,2024-03,0,1
1870,2024-05-05,2024-05,53.5,1,Home,1032,Paid Search,UK,2024-03-18,2024-03,2,0
1871,2024-06-19,2024-06,82.93,0,Electronics,1032,Paid Search,UK,2024-03-18,2024-03,3,0
1872,2024-11-24,2024-11,138.56,0,Electronics,1033,Paid Social,CA,2024-11-24,2024-11,0,1
1873,2024-12-29,2024-12,599.08,0,Apparel,1033,Paid Social,CA,2024-11-24,2024-11,1,0
1874,2025-01-10,2025-01,63.12,1,Apparel,1033,Paid Social,CA,2024-11-24,2024-11,2,0
1875,2024-05-21,2024-05,18.36,0,Electronics,1034,Paid Social,US,2024-05-21,2024-05,0,1
1876,2024-01-30,2024-01,58.72,0,Home,1035,Organic,US,2024-01-30,2024-01,0,1
1877,2024-03-17,2024-03,49.98,0,Outdoor,1035,Organic,US,2024-01-30,2024-01,2,0
1878,2024-05-04,2024-05,189.39,1,Home,1035,Organic,US,2024-01-30,2024-01,4,0
1879,2024-11-30,2024-11,378.5,0,Home,1036,Paid Search,US,2024-11-30,2024-11,0,1
1880,2024-12-30,2024-12,195.22,0,Home,1036,Paid Search,US,2024-11-30,2024-11,1,0
1881,2025-02-19,2025-02,152.23,0,Apparel,1036,Paid Search,US,2024-11-30,2024-11,3,0
1882,2025-02-10,2025-02,31.85,0,Outdoor,1037,Paid Search,CA,2025-02-10,2025-02,0,1
1883,2025-10-18,2025-10,133.46,0,Apparel,1037,Paid Search,CA,2025-02-10,2025-02,8,0
1884,2024-01-07,2024-01,112.28,1,Electronics,1038,Discount,US,2024-01-07,2024-01,0,1
1885,2024-07-15,2024-07,61.38,0,Beauty,1039,Paid Search,UK,2024-07-15,2024-07,0,1
1886,2024-09-11,2024-09,226.66,0,Outdoor,1039,Paid Search,UK,2024-07-15,2024-07,2,0
1887,2025-01-07,2025-01,113.58,1,Outdoor,1040,Discount,US,2025-01-07,2025-01,0,1
1888,2024-11-13,2024-11,323.62,0,Home,1041,Paid Search,UK,2024-11-13,2024-11,0,1
1889,2025-01-23,2025-01,56.2,0,Beauty,1041,Paid Search,UK,2024-11-13,2024-11,2,0
1890,2025-01-20,2025-01,205.8,0,Home,1042,Referral,US,2025-01-20,2025-01,0,1
1891,2025-03-02,2025-03,251.49,0,Home,1042,Referral,US,2025-01-20,2025-01,2,0
1892,2025-04-22,2025-04,208.56,0,Outdoor,1042,Referral,US,2025-01-20,2025-01,3,0
1893,2024-07-05,2024-07,252.58,0,Beauty,1043,Organic,UK,2024-07-05,2024-07,0,1
1894,2024-06-16,2024-06,12.67,1,Electronics,1044,Discount,US,2024-06-16,2024-06,0,1
1895,2024-07-28,2024-07,92.1,0,Beauty,1044,Discount,US,2024-06-16,2024-06,1,0
1896,2024-11-15,2024-11,219.55,0,Home,1045,Paid Search,US,2024-11-15,2024-11,0,1
1897,2024-03-10,2024-03,241.03,0,Outdoor,1046,Organic,AU,2024-03-10,2024-03,0,1
1898,2024-07-16,2024-07,197.93,0,Apparel,1046,Organic,AU,2024-03-10,2024-03,4,0
1899,2024-07-24,2024-07,83.57,0,Outdoor,1046,Organic,AU,2024-03-10,2024-03,4,0
1900,2024-04-17,2024-04,74.62,0,Home,1047,Organic,US,2024-04-17,2024-04,0,1
1901,2024-06-02,2024-06,43.58,0,Electronics,1047,Organic,US,2024-04-17,2024-04,2,0
1902,2024-09-27,2024-09,131.94,0,Home,1048,Organic,UK,2024-09-27,2024-09,0,1
1903,2024-10-27,2024-10,150.39,0,Beauty,1049,Paid Search,US,2024-10-27,2024-10,0,1
1904,2024-02-23,2024-02,123.56,0,Home,1050,Paid Social,US,2024-02-23,2024-02,0,1
1905,2024-08-16,2024-08,27.82,1,Apparel,1051,Discount,US,2024-08-16,2024-08,0,1
1906,2024-06-13,2024-06,183.12,0,Home,1052,Paid Social,US,2024-06-13,2024-06,0,1
1907,2024-11-25,2024-11,163.17,0,Apparel,1052,Paid Social,US,2024-06-13,2024-06,5,0
1908,2024-08-13,2024-08,104.28,0,Apparel,1053,Paid Social,UK,2024-08-13,2024-08,0,1
1909,2025-03-07,2025-03,58.88,0,Outdoor,1054,Paid Search,US,2025-03-07,2025-03,0,1
1910,2025-03-21,2025-03,215.13,0,Outdoor,1054,Paid Search,US,2025-03-07,2025-03,0,0
1911,2024-02-04,2024-02,134.65,1,Apparel,1055,Discount,US,2024-02-04,2024-02,0,1
1912,2024-03-10,2024-03,323.08,0,Electronics,1055,Discount,US,2024-02-04,2024-02,1,0
1913,2024-03-13,2024-03,60.36,0,Beauty,1055,Discount,US,2024-02-04,2024-02,1,0
1914,2025-03-23,2025-03,26.71,1,Apparel,1056,Discount,UK,2025-03-23,2025-03,0,1
1915,2024-07-21,2024-07,75.82,0,Beauty,1057,Organic,US,2024-07-21,2024-07,0,1
1916,2024-12-15,2024-12,162.71,0,Beauty,1057,Organic,US,2024-07-21,2024-07,5,0
1917,2024-12-13,2024-12,219.51,1,Beauty,1058,Discount,CA,2024-12-13,2024-12,0,1
1918,2025-01-09,2025-01,50.4,0,Home,1058,Discount,CA,2024-12-13,2024-12,1,0
1919,2024-07-10,2024-07,221.21,0,Home,1059,Paid Search,US,2024-07-10,2024-07,0,1
1920,2024-05-19,2024-05,91.32,0,Electronics,1060,Referral,US,2024-05-19,2024-05,0,1
1921,2024-12-12,2024-12,286.05,1,Apparel,1061,Discount,CA,2024-12-12,2024-12,0,1
1922,2024-11-05,2024-11,205.33,0,Beauty,1062,Paid Social,US,2024-11-05,2024-11,0,1
1923,2024-11-13,2024-11,144.69,0,Home,1062,Paid Social,US,2024-11-05,2024-11,0,0
1924,2024-03-05,2024-03,80.9,1,Apparel,1063,Organic,US,2024-03-05,2024-03,0,1
1925,2024-03-08,2024-03,181.8,0,Electronics,1063,Organic,US,2024-03-05,2024-03,0,0
1926,2024-06-03,2024-06,213.09,0,Electronics,1063,Organic,US,2024-03-05,2024-03,3,0
1927,2024-07-02,2024-07,136.77,0,Beauty,1063,Organic,US,2024-03-05,2024-03,4,0
1928,2024-07-11,2024-07,79.16,0,Beauty,1063,Organic,US,2024-03-05,2024-03,4,0
1929,2024-11-13,2024-11,214.06,0,Outdoor,1064,Paid Social,UK,2024-11-13,2024-11,0,1
1930,2025-02-15,2025-02,272.58,0,Electronics,1064,Paid Social,UK,2024-11-13,2024-11,3,0
1931,2025-02-26,2025-02,32.27,0,Apparel,1064,Paid Social,UK,2024-11-13,2024-11,3,0
1932,2025-04-11,2025-04,52.15,1,Home,1064,Paid Social,UK,2024-11-13,2024-11,5,0
1933,2024-12-04,2024-12,359.77,0,Home,1065,Organic,US,2024-12-04,2024-12,0,1
1934,2024-12-11,2024-12,155.34,0,Electronics,1065,Organic,US,2024-12-04,2024-12,0,0
1935,2025-03-25,2025-03,158.72,0,Home,1065,Organic,US,2024-12-04,2024-12,3,0
1936,2024-06-23,2024-06,202.84,0,Home,1066,Referral,CA,2024-06-23,2024-06,0,1
1937,2025-06-20,2025-06,78.87,0,Home,1066,Referral,CA,2024-06-23,2024-06,12,0
1938,2025-07-05,2025-07,183.04,0,Apparel,1066,Referral,CA,2024-06-23,2024-06,13,0
1939,2025-02-20,2025-02,179.49,0,Beauty,1067,Organic,US,2025-02-20,2025-02,0,1
1940,2024-10-15,2024-10,142.43,0,Apparel,1068,Paid Social,AU,2024-10-15,2024-10,0,1
1941,2024-05-30,2024-05,37.69,1,Home,1069,Discount,US,2024-05-30,2024-05,0,1
1942,2024-01-05,2024-01,32.63,0,Apparel,1070,Organic,US,2024-01-05,2024-01,0,1
1943,2024-02-08,2024-02,53.03,0,Beauty,1070,Organic,US,2024-01-05,2024-01,1,0
1944,2024-10-30,2024-10,47.61,0,Apparel,1071,Paid Search,US,2024-10-30,2024-10,0,1
1945,2025-01-31,2025-01,73.36,0,Beauty,1071,Paid Search,US,2024-10-30,2024-10,3,0
1946,2024-04-04,2024-04,159.0,0,Home,1072,Paid Social,AU,2024-04-04,2024-04,0,1
1947,2024-05-28,2024-05,62.12,0,Electronics,1072,Paid Social,AU,2024-04-04,2024-04,1,0
1948,2024-12-06,2024-12,85.66,1,Outdoor,1073,Paid Search,US,2024-12-06,2024-12,0,1
1949,2025-02-20,2025-02,136.94,0,Electronics,1073,Paid Search,US,2024-12-06,2024-12,2,0
1950,2025-03-13,2025-03,196.92,0,Apparel,1073,Paid Search,US,2024-12-06,2024-12,3,0
1951,2024-08-24,2024-08,49.46,0,Apparel,1074,Organic,US,2024-08-24,2024-08,0,1
1952,2024-07-29,2024-07,207.65,0,Beauty,1075,Organic,US,2024-07-29,2024-07,0,1
1953,2025-07-20,2025-07,69.2,0,Beauty,1075,Organic,US,2024-07-29,2024-07,12,0
1954,2024-03-14,2024-03,153.08,0,Apparel,1076,Paid Search,US,2024-03-14,2024-03,0,1
1955,2024-04-17,2024-04,135.18,0,Electronics,1076,Paid Search,US,2024-03-14,2024-03,1,0
1956,2024-11-16,2024-11,152.34,0,Outdoor,1077,Paid Social,US,2024-11-16,2024-11,0,1
1957,2024-03-15,2024-03,85.18,0,Home,1078,Paid Social,CA,2024-03-15,2024-03,0,1
1958,2024-08-07,2024-08,119.35,0,Electronics,1078,Paid Social,CA,2024-03-15,2024-03,5,0
1959,2024-07-06,2024-07,331.15,0,Beauty,1079,Organic,AU,2024-07-06,2024-07,0,1
1960,2025-01-11,2025-01,114.48,0,Electronics,1080,Paid Search,CA,2025-01-11,2025-01,0,1
1961,2025-01-20,2025-01,132.53,0,Beauty,1080,Paid Search,CA,2025-01-11,2025-01,0,0
1962,2025-01-23,2025-01,107.42,0,Electronics,1080,Paid Search,CA,2025-01-11,2025-01,0,0
1963,2025-02-18,2025-02,259.29,0,Electronics,1081,Paid Search,US,2025-02-18,2025-02,0,1
1964,2025-03-06,2025-03,41.74,1,Beauty,1081,Paid Search,US,2025-02-18,2025-02,1,0
1965,2025-03-21,2025-03,147.69,0,Home,1082,Organic,AU,2025-03-21,2025-03,0,1
1966,2025-06-05,2025-06,319.59,0,Home,1082,Organic,AU,2025-03-21,2025-03,3,0
1967,2025-03-07,2025-03,89.62,0,Outdoor,1083,Referral,US,2025-03-07,2025-03,0,1
1968,2025-06-20,2025-06,265.82,0,Apparel,1083,Referral,US,2025-03-07,2025-03,3,0
1969,2024-09-07,2024-09,229.54,0,Outdoor,1084,Paid Search,UK,2024-09-07,2024-09,0,1
1970,2024-09-15,2024-09,421.05,0,Outdoor,1084,Paid Search,UK,2024-09-07,2024-09,0,0
1971,2024-03-31,2024-03,87.72,0,Outdoor,1085,Paid Social,US,2024-03-31,2024-03,0,1
1972,2024-05-06,2024-05,133.92,0,Home,1085,Paid Social,US,2024-03-31,2024-03,2,0
1973,2025-01-12,2025-01,141.48,1,Home,1086,Discount,US,2025-01-12,2025-01,0,1
1974,2024-12-26,2024-12,401.99,0,Outdoor,1087,Paid Social,US,2024-12-26,2024-12,0,1
1975,2025-03-21,2025-03,85.75,0,Home,1088,Paid Social,AU,2025-03-21,2025-03,0,1
1976,2025-04-12,2025-04,86.08,0,Beauty,1088,Paid Social,AU,2025-03-21,2025-03,1,0
1977,2024-10-19,2024-10,205.63,0,Outdoor,1089,Organic,US,2024-10-19,2024-10,0,1
1978,2024-03-04,2024-03,60.73,0,Outdoor,1090,Organic,AU,2024-03-04,2024-03,0,1
1979,2024-08-14,2024-08,102.57,1,Apparel,1091,Organic,US,2024-08-14,2024-08,0,1
1980,2024-09-15,2024-09,109.21,0,Home,1091,Organic,US,2024-08-14,2024-08,1,0
1981,2024-07-20,2024-07,216.96,1,Apparel,1092,Referral,US,2024-07-20,2024-07,0,1
1982,2024-09-11,2024-09,104.15,0,Electronics,1092,Referral,US,2024-07-20,2024-07,2,0
1983,2025-01-14,2025-01,140.74,1,Beauty,1093,Discount,US,2025-01-14,2025-01,0,1
1984,2025-02-07,2025-02,49.88,1,Home,1093,Discount,US,2025-01-14,2025-01,1,0
1985,2024-06-25,2024-06,142.32,0,Beauty,1094,Organic,US,2024-06-25,2024-06,0,1
1986,2025-03-13,2025-03,114.66,1,Outdoor,1094,Organic,US,2024-06-25,2024-06,9,0
1987,2024-05-27,2024-05,241.87,0,Beauty,1095,Organic,US,2024-05-27,2024-05,0,1
1988,2024-07-11,2024-07,54.84,0,Beauty,1095,Organic,US,2024-05-27,2024-05,2,0
1989,2024-02-06,2024-02,150.05,0,Home,1096,Paid Search,US,2024-02-06,2024-02,0,1
1990,2024-03-03,2024-03,180.02,0,Apparel,1096,Paid Search,US,2024-02-06,2024-02,1,0
1991,2025-01-10,2025-01,131.28,0,Apparel,1097,Paid Social,US,2025-01-10,2025-01,0,1
1992,2025-01-22,2025-01,79.44,0,Beauty,1097,Paid Social,US,2025-01-10,2025-01,0,0
1993,2024-12-05,2024-12,479.0,0,Beauty,1098,Paid Social,US,2024-12-05,2024-12,0,1
1994,2024-01-19,2024-01,58.0,0,Apparel,1099,Paid Social,CA,2024-01-19,2024-01,0,1
1995,2024-02-25,2024-02,128.36,0,Home,1099,Paid Social,CA,2024-01-19,2024-01,1,0
1996,2024-07-14,2024-07,130.44,1,Home,1100,Discount,US,2024-07-14,2024-07,0,1
1997,2024-08-12,2024-08,65.29,1,Apparel,1100,Discount,US,2024-07-14,2024-07,1,0
1998,2024-08-17,2024-08,182.17,0,Electronics,1100,Discount,US,2024-07-14,2024-07,1,0
1999,2024-08-03,2024-08,29.77,0,Home,1101,Organic,UK,2024-08-03,2024-08,0,1
2000,2024-08-17,2024-08,30.78,1,Apparel,1101,Organic,UK,2024-08-03,2024-08,0,0
2001,2024-07-30,2024-07,191.81,0,Beauty,1102,Paid Social,US,2024-07-30,2024-07,0,1
2002,2025-02-17,2025-02,159.26,0,Beauty,1103,Paid Social,CA,2025-02-17,2025-02,0,1
2003,2025-04-15,2025-04,138.06,0,Apparel,1103,Paid Social,CA,2025-02-17,2025-02,2,0
2004,2024-03-08,2024-03,169.96,0,Outdoor,1104,Paid Search,US,2024-03-08,2024-03,0,1
2005,2024-05-23,2024-05,66.92,0,Outdoor,1104,Paid Search,US,2024-03-08,2024-03,2,0
2006,2024-05-17,2024-05,65.52,1,Outdoor,1105,Discount,US,2024-05-17,2024-05,0,1
2007,2024-07-07,2024-07,43.52,0,Apparel,1105,Discount,US,2024-05-17,2024-05,2,0
2008,2024-03-22,2024-03,286.05,0,Home,1106,Organic,US,2024-03-22,2024-03,0,1
2009,2024-04-19,2024-04,55.9,0,Electronics,1107,Paid Social,US,2024-04-19,2024-04,0,1
2010,2024-05-18,2024-05,72.94,0,Electronics,1107,Paid Social,US,2024-04-19,2024-04,1,0
2011,2024-06-09,2024-06,40.27,0,Electronics,1107,Paid Social,US,2024-04-19,2024-04,2,0
2012,2025-02-12,2025-02,233.05,0,Outdoor,1108,Referral,US,2025-02-12,2025-02,0,1
2013,2025-02-27,2025-02,248.84,0,Apparel,1108,Referral,US,2025-02-12,2025-02,0,0
2014,2025-02-27,2025-02,31.45,1,Home,1109,Discount,US,2025-02-27,2025-02,0,1
2015,2024-01-21,2024-01,12.94,0,Beauty,1110,Paid Search,US,2024-01-21,2024-01,0,1
2016,2024-02-08,2024-02,266.38,0,Outdoor,1110,Paid Search,US,2024-01-21,2024-01,1,0
2017,2024-10-11,2024-10,47.05,0,Apparel,1111,Paid Search,AU,2024-10-11,2024-10,0,1
2018,2024-04-14,2024-04,14.19,1,Electronics,1112,Discount,US,2024-04-14,2024-04,0,1
2019,2024-03-27,2024-03,180.94,0,Apparel,1113,Referral,US,2024-03-27,2024-03,0,1
2020,2024-09-13,2024-09,277.4,0,Beauty,1113,Referral,US,2024-03-27,2024-03,6,0
2021,2025-04-25,2025-04,108.63,0,Apparel,1113,Referral,US,2024-03-27,2024-03,13,0
2022,2024-05-11,2024-05,176.62,0,Home,1114,Paid Search,US,2024-05-11,2024-05,0,1
2023,2024-03-28,2024-03,257.88,0,Apparel,1115,Referral,US,2024-03-28,2024-03,0,1
2024,2024-08-16,2024-08,97.28,0,Outdoor,1115,Referral,US,2024-03-28,2024-03,5,0
2025,2024-08-08,2024-08,131.6,0,Apparel,1116,Organic,US,2024-08-08,2024-08,0,1
2026,2024-09-01,2024-09,237.46,0,Outdoor,1116,Organic,US,2024-08-08,2024-08,1,0
2027,2025-03-24,2025-03,138.03,0,Apparel,1117,Paid Social,US,2025-03-24,2025-03,0,1
2028,2024-09-20,2024-09,27.61,1,Outdoor,1118,Discount,US,2024-09-20,2024-09,0,1
2029,2024-11-16,2024-11,125.49,0,Home,1118,Discount,US,2024-09-20,2024-09,2,0
2030,2024-12-21,2024-12,154.89,0,Electronics,1118,Discount,US,2024-09-20,2024-09,3,0
2031,2024-11-21,2024-11,68.78,0,Beauty,1119,Paid Search,CA,2024-11-21,2024-11,0,1
2032,2024-12-19,2024-12,279.4,1,Electronics,1119,Paid Search,CA,2024-11-21,2024-11,1,0
2033,2024-08-09,2024-08,198.47,0,Beauty,1120,Paid Search,CA,2024-08-09,2024-08,0,1
2034,2024-12-02,2024-12,61.83,0,Outdoor,1120,Paid Search,CA,2024-08-09,2024-08,4,0
2035,2024-01-07,2024-01,51.97,1,Electronics,1121,Discount,US,2024-01-07,2024-01,0,1
2036,2024-02-07,2024-02,215.27,0,Apparel,1122,Referral,US,2024-02-07,2024-02,0,1
2037,2024-05-30,2024-05,158.73,0,Apparel,1122,Referral,US,2024-02-07,2024-02,3,0
2038,2024-04-30,2024-04,135.42,1,Apparel,1123,Discount,CA,2024-04-30,2024-04,0,1
